ds,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,uvIndex.1,moon_illumination,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph
2013-01-07,-11,-22,0.0,5.1,1,1,24,-16,-20,-15,-20,13,54,93,0.1,1026,-11,7,85,8
2013-01-08,1,-6,0.0,3.4,1,1,17,-3,-7,-2,-7,31,81,94,0.0,1023,1,8,218,18
2013-01-09,2,-8,0.0,5.1,1,1,9,-3,-7,-2,-7,27,63,94,0.8,1019,2,7,189,15
2013-01-10,1,-11,0.0,8.7,1,1,2,-4,-8,-3,-8,29,27,93,0.0,1029,1,8,212,16
2013-01-11,1,-7,0.0,3.4,1,1,0,-4,-7,-3,-7,19,66,94,0.7,1026,1,4,116,11
2013-01-12,2,1,0.0,3.4,1,1,0,2,-2,2,-2,24,100,100,0.6,1017,2,3,173,12
2013-01-13,4,3,0.0,3.4,1,1,5,3,-1,3,-1,30,100,100,1.7,1013,4,7,187,14
2013-01-14,4,-4,0.0,6.9,1,1,12,0,-3,1,-3,33,60,91,1.1,1017,4,10,254,18
2013-01-15,-3,-5,0.0,8.7,1,1,20,-5,-7,-4,-7,13,46,89,0.0,1026,-3,10,259,7
2013-01-16,0,-5,0.0,8.7,1,1,27,-4,-6,-3,-6,14,42,89,0.0,1014,0,10,180,9
2013-01-17,-1,-19,0.0,8.7,1,1,34,-13,-16,-11,-16,24,38,86,0.0,1017,-1,10,290,14
2013-01-18,-12,-20,0.2,8.7,1,1,41,-19,-23,-16,-23,18,44,84,0.3,1027,-12,8,245,12
2013-01-19,1,-9,3.0,3.4,1,1,49,-4,-8,-3,-8,26,100,96,5.1,1013,1,6,181,16
2013-01-20,2,-18,0.0,6.9,1,1,56,-7,-13,-5,-13,46,66,88,3.5,1002,2,9,224,28
2013-01-21,-17,-22,0.0,5.2,1,1,63,-19,-25,-18,-25,16,49,92,0.0,1017,-17,9,179,10
2013-01-22,-17,-24,0.0,3.5,1,1,70,-21,-27,-20,-27,20,81,91,0.0,1015,-17,9,151,12
2013-01-23,-24,-30,0.0,5.2,1,1,78,-28,-36,-27,-36,23,41,91,0.0,1024,-24,9,266,13
2013-01-24,-19,-28,0.1,5.2,1,1,85,-24,-33,-23,-33,32,83,89,0.1,1025,-19,10,263,20
2013-01-25,-17,-24,0.0,5.2,1,1,92,-21,-28,-20,-28,20,69,94,0.0,1027,-17,6,258,12
2013-01-26,-14,-28,0.0,5.2,1,1,100,-20,-26,-19,-26,18,51,93,0.0,1024,-14,7,284,10
2013-01-27,-13,-25,0.0,8.7,1,1,100,-18,-23,-17,-23,19,11,90,0.0,1033,-13,9,260,10
2013-01-28,-7,-16,1.4,3.5,1,1,86,-11,-15,-10,-15,16,71,91,1.6,1024,-7,7,123,10
2013-01-29,-2,-16,0.0,7.0,1,1,79,-8,-12,-8,-12,15,57,94,0.0,1018,-2,6,75,9
2013-01-30,5,0,0.0,3.5,1,1,71,3,-1,3,-1,38,100,100,9.8,999,5,8,166,19
2013-01-31,5,-12,0.0,3.7,1,1,68,-3,-8,-1,-8,49,90,84,13.4,986,5,7,227,31
2013-02-01,-12,-15,0.0,3.7,1,1,51,-17,-21,-13,-21,27,73,74,0.0,1011,-12,10,269,19
2013-02-02,-11,-17,0.4,3.7,1,1,44,-16,-19,-14,-19,14,86,85,0.5,1020,-11,7,134,9
2013-02-03,-10,-16,0.1,3.7,1,1,36,-14,-19,-13,-19,15,98,96,0.1,1014,-10,5,37,10
2013-02-04,-9,-18,0.5,5.4,1,1,29,-14,-20,-13,-20,26,62,91,0.5,1009,-9,7,276,16
2013-02-05,-12,-23,0.0,7.0,1,1,21,-18,-19,-15,-19,11,38,82,0.0,1016,-12,9,177,6
2013-02-06,-8,-18,0.2,8.7,1,1,14,-14,-19,-13,-19,24,59,89,0.2,1018,-8,6,247,14
2013-02-07,-18,-23,0.0,8.7,1,1,6,-22,-28,-20,-28,18,38,85,0.0,1035,-18,10,117,11
2013-02-08,-10,-21,4.0,3.8,1,1,0,-15,-24,-15,-24,35,100,95,5.4,1026,-10,6,45,24
2013-02-09,-10,-15,0.0,8.7,1,1,0,-14,-20,-12,-20,25,33,84,0.2,1025,-10,9,224,17
2013-02-10,-8,-17,0.0,8.7,1,1,0,-14,-16,-12,-16,11,21,85,0.0,1030,-8,10,194,6
2013-02-11,1,-10,0.1,3.8,1,1,1,-6,-8,-4,-8,21,66,87,0.5,1010,1,8,138,12
2013-02-12,1,-4,0.0,3.8,1,1,9,-2,-6,-1,-6,35,84,92,0.0,1004,1,10,251,21
2013-02-13,0,-6,0.0,5.6,1,1,16,-4,-6,-3,-6,10,56,93,0.0,1009,0,7,282,6
2013-02-14,1,-7,0.0,5.6,1,1,24,-4,-5,-2,-5,12,70,90,0.0,1012,1,8,218,7
2013-02-15,3,-2,0.8,4.0,1,1,31,-1,-4,0,-4,25,86,93,1.0,1011,3,7,189,15
2013-02-16,-5,-12,0.0,8.7,1,1,39,-11,-14,-9,-14,19,30,84,0.0,1017,-5,10,276,13
2013-02-17,-10,-14,0.0,4.0,1,1,46,-15,-19,-12,-19,24,68,80,0.0,1011,-10,10,310,17
2013-02-18,-10,-18,0.0,8.7,1,1,54,-16,-23,-14,-23,33,19,83,0.0,1019,-10,10,261,22
2013-02-19,0,-13,3.2,7.1,1,1,62,-7,-10,-5,-10,18,66,88,3.8,1011,0,7,121,11
2013-02-20,-3,-9,0.7,4.1,1,1,69,-6,-13,-5,-13,43,95,91,3.3,1003,-3,6,246,29
2013-02-21,-6,-13,0.5,4.1,1,1,77,-11,-17,-10,-17,27,97,92,0.6,1017,-6,6,255,19
2013-02-22,-1,-9,0.1,7.2,1,1,84,-5,-7,-4,-7,14,60,93,0.1,1028,-1,7,128,8
2013-02-23,1,-3,2.1,4.1,1,1,92,-2,-5,-1,-5,20,97,95,2.5,1017,1,6,123,12
2013-02-24,1,-1,1.5,4.1,1,1,99,0,-2,0,-2,9,100,98,1.8,1011,1,2,254,6
2013-02-25,1,-4,0.0,5.6,1,1,100,-2,-2,-1,-2,4,88,96,0.0,1020,1,4,144,3
2013-02-26,3,-2,0.0,7.2,1,1,86,-1,-2,0,-2,13,73,95,0.0,1025,3,6,142,8
2013-02-27,1,-3,3.1,4.1,1,1,78,-2,-6,-1,-6,36,71,93,7.5,1013,1,9,56,22
2013-02-28,1,-2,1.2,4.2,1,1,71,-1,-4,-1,-4,20,100,98,1.4,1003,1,3,49,13
2013-03-01,0,-2,1.2,4.2,1,1,68,-1,-4,-1,-4,16,100,97,1.4,1007,0,3,217,10
2013-03-02,0,-5,0.6,4.2,1,1,61,-3,-6,-2,-6,19,95,93,0.7,1009,0,6,308,11
2013-03-03,-1,-4,0.8,4.2,1,1,53,-4,-8,-3,-8,21,99,94,0.9,1007,-1,5,268,15
2013-03-04,-3,-7,0.2,4.2,1,1,46,-6,-12,-5,-12,29,94,92,0.3,1009,-3,9,257,20
2013-03-05,1,-5,0.2,4.2,1,1,39,-2,-5,-2,-5,13,90,98,0.2,1018,1,4,144,8
2013-03-06,1,-2,0.0,4.2,1,1,32,-1,-6,0,-6,31,77,96,0.0,1023,1,10,49,19
2013-03-07,0,-4,0.0,4.2,1,1,24,-3,-7,-2,-7,27,89,91,0.0,1025,0,10,38,17
2013-03-08,1,-3,0.0,5.7,1,1,17,-2,-5,-1,-5,19,80,91,0.0,1026,1,8,33,12
2013-03-09,1,-4,0.0,5.7,1,1,10,0,-1,0,-1,8,81,97,0.0,1028,1,2,45,5
2013-03-10,4,-4,0.0,5.7,1,1,3,1,-2,1,-2,20,65,98,0.0,1023,4,4,135,10
2013-03-11,5,1,0.0,4.3,1,1,0,2,0,3,0,21,74,96,0.0,1016,5,6,155,11
2013-03-12,5,1,0.0,4.3,1,1,0,3,0,3,0,23,92,98,8.2,1009,5,5,212,12
2013-03-13,3,-2,0.4,5.8,1,1,5,0,-3,1,-3,19,71,95,0.5,1009,3,7,243,11
2013-03-14,-2,-9,0.5,4.3,1,1,12,-9,-12,-6,-12,28,85,79,0.6,1010,-2,9,265,20
2013-03-15,-2,-11,1.2,7.4,1,1,19,-8,-11,-6,-11,17,55,87,1.5,1007,-2,8,217,11
2013-03-16,-6,-11,0.0,7.4,1,1,26,-11,-13,-8,-13,15,68,79,0.0,1012,-6,10,269,9
2013-03-17,-6,-11,0.2,10.2,1,1,34,-13,-15,-9,-15,22,49,76,0.3,1021,-6,9,287,15
2013-03-18,-3,-13,0.0,10.2,1,1,41,-10,-10,-6,-10,14,23,74,0.0,1027,-3,10,136,10
2013-03-19,-1,-6,12.3,7.8,1,1,48,-4,-9,-3,-9,27,100,94,14.4,1011,-1,6,79,17
2013-03-20,0,-7,0.9,7.8,1,1,55,-5,-8,-4,-8,17,98,91,1.1,1005,0,6,240,11
2013-03-21,0,-9,0.0,9.2,1,1,63,-6,-10,-4,-10,26,77,88,0.1,1004,0,10,233,16
2013-03-22,-1,-9,0.1,9.2,1,1,70,-6,-9,-4,-9,21,79,92,0.2,1005,-1,6,248,12
2013-03-23,1,-7,0.0,9.2,1,1,77,-4,-8,-3,-8,32,63,92,0.0,1006,1,10,277,18
2013-03-24,2,-5,0.0,10.5,1,1,85,-2,-5,-1,-5,19,69,96,0.0,1011,2,6,262,10
2013-03-25,4,-4,0.0,10.5,1,1,92,-1,-4,0,-4,22,63,94,0.1,1008,4,8,41,14
2013-03-26,4,-5,0.0,10.6,1,1,99,-1,-3,0,-3,18,63,96,0.8,1009,4,4,192,10
2013-03-27,5,-2,0.0,8.0,1,1,100,1,0,2,0,13,97,94,0.7,1011,5,5,277,7
2013-03-28,5,-2,0.0,8.0,1,1,86,2,1,3,1,13,98,98,0.7,1016,5,1,272,8
2013-03-29,8,1,0.0,8.0,1,1,79,2,1,4,1,20,97,89,0.9,1018,8,5,288,12
2013-03-30,8,-1,0.0,12.8,1,1,72,-1,1,3,1,15,16,75,0.0,1019,8,9,289,9
2013-03-31,12,0,0.0,10.6,1,1,68,2,3,6,3,23,64,78,2.6,1012,12,10,168,14
2013-04-01,4,-5,0.3,9.3,1,1,52,0,-3,2,-3,32,75,86,4.2,1002,4,6,219,20
2013-04-02,-2,-7,0.0,9.4,1,1,44,-11,-11,-4,-11,32,69,61,0.3,1009,-2,9,268,24
2013-04-03,0,-7,0.0,9.4,1,1,37,-8,-10,-3,-10,33,75,69,0.5,1016,0,8,269,24
2013-04-04,7,-5,0.0,13.0,1,1,29,-4,-3,1,-3,26,42,70,0.0,1018,7,10,245,17
2013-04-05,5,-4,0.3,9.4,1,1,22,-2,-3,1,-3,24,78,79,0.3,1012,5,10,276,16
2013-04-06,0,-7,0.0,13.0,1,1,14,-10,-7,-3,-7,18,28,58,0.0,1024,0,10,280,12
2013-04-07,9,-1,0.0,9.4,1,1,7,0,0,4,0,29,92,76,3.4,1013,9,9,165,16
2013-04-08,8,0,0.0,13.1,1,1,0,2,2,4,2,17,45,84,0.1,1018,8,10,161,11
2013-04-09,9,2,0.0,8.2,1,1,0,3,3,5,3,17,94,88,3.2,1014,9,9,174,12
2013-04-10,8,3,0.0,9.5,1,1,0,3,4,6,4,12,65,84,0.4,1015,8,8,252,8
2013-04-11,2,-2,0.0,13.2,1,1,1,-6,-4,0,-4,17,25,65,0.0,1021,2,10,58,12
2013-04-12,1,-2,4.9,8.3,1,1,8,-3,-6,0,-6,29,85,83,7.2,1016,1,8,78,19
2013-04-13,9,0,0.0,8.3,1,1,16,2,1,4,1,20,89,90,1.3,1009,9,4,203,12
2013-04-14,8,0,0.2,8.3,1,1,23,1,1,4,1,17,80,86,0.7,1017,8,8,266,11
2013-04-15,12,0,0.0,13.3,1,1,31,2,5,6,5,13,35,77,0.0,1025,12,10,154,8
2013-04-16,12,7,0.0,8.3,1,1,38,8,7,10,7,33,79,87,3.3,1016,12,10,200,18
2013-04-17,11,2,0.0,13.4,1,1,46,1,4,7,4,19,3,71,0.0,1026,11,10,213,12
2013-04-18,14,3,0.0,10.8,1,1,54,4,6,8,6,24,65,78,1.5,1020,14,10,115,13
2013-04-19,22,6,0.0,10.8,1,1,61,11,13,15,13,36,68,82,11.3,1002,22,8,173,22
2013-04-20,7,0,0.0,12.1,1,1,69,1,1,5,1,34,52,73,0.9,1011,7,10,245,24
2013-04-21,6,-2,0.0,13.9,1,1,76,-8,0,2,0,12,19,50,0.0,1036,6,10,267,9
2013-04-22,13,-1,0.0,13.9,1,1,84,-5,4,6,4,19,15,45,0.0,1037,13,10,140,11
2013-04-23,13,0,0.0,14.0,1,1,91,0,4,7,4,22,4,65,0.0,1027,13,10,142,13
2013-04-24,21,3,0.0,13.3,1,1,99,8,11,13,11,24,37,76,6.8,1009,21,9,159,15
2013-04-25,10,3,0.0,12.2,1,1,100,1,4,6,4,24,44,71,0.1,1019,10,10,233,18
2013-04-26,11,3,0.0,11.1,1,1,86,2,6,7,6,10,58,74,0.7,1029,11,9,191,6
2013-04-27,15,2,0.0,14.1,1,1,79,3,8,9,8,6,33,67,0.0,1029,15,10,230,4
2013-04-28,20,5,0.0,14.1,1,1,71,4,13,13,13,11,14,56,0.0,1023,20,10,121,7
2013-04-29,19,10,0.0,13.4,1,1,63,8,14,15,14,17,49,66,0.0,1020,19,10,163,11
2013-04-30,20,10,0.0,13.4,1,1,56,9,14,15,14,13,57,72,0.0,1023,20,10,160,8
2013-05-01,25,13,0.0,13.4,1,1,54,13,18,18,18,10,32,72,0.9,1028,25,10,153,6
2013-05-02,21,11,0.0,12.4,1,1,47,12,16,16,16,16,49,79,0.3,1029,21,9,69,9
2013-05-03,21,10,0.0,14.5,1,1,39,9,15,15,15,16,7,70,0.0,1029,21,10,98,10
2013-05-04,24,8,0.0,14.5,1,1,32,10,18,18,18,5,1,65,0.0,1025,24,10,208,3
2013-05-05,25,11,0.0,14.5,1,1,25,10,19,19,19,9,3,61,0.0,1021,25,10,198,6
2013-05-06,25,12,0.0,14.5,1,1,17,10,18,18,18,17,8,63,0.0,1019,25,10,224,10
2013-05-07,25,10,0.0,14.5,1,1,10,12,17,18,17,14,14,69,0.0,1017,25,10,231,9
2013-05-08,27,11,0.0,14.5,1,1,3,13,20,20,20,19,13,63,0.0,1018,27,10,144,11
2013-05-09,24,14,0.0,14.5,1,1,0,14,19,20,19,12,31,78,4.5,1012,24,9,211,8
2013-05-10,20,11,0.0,12.4,1,1,0,11,14,15,14,18,64,80,1.5,1013,20,9,83,11
2013-05-11,18,10,0.0,10.3,1,1,4,12,14,14,14,23,79,86,7.8,1004,18,7,213,16
2013-05-12,13,5,0.0,12.4,1,1,11,5,7,9,7,27,56,74,0.5,1004,13,9,223,18
2013-05-13,10,1,0.0,10.4,1,1,19,0,2,5,2,29,70,72,0.1,1011,10,10,243,21
2013-05-14,13,-1,0.0,14.5,1,1,26,1,7,8,7,12,10,65,0.0,1017,13,10,268,7
2013-05-15,16,3,0.0,11.4,1,1,33,6,9,10,9,19,53,79,3.1,1007,16,9,186,12
2013-05-16,16,7,0.0,14.5,1,1,40,8,10,12,10,26,38,78,0.1,1005,16,9,275,17
2013-05-17,18,6,0.0,13.5,1,1,48,7,11,12,11,10,43,76,0.3,1019,18,10,216,6
2013-05-18,21,6,0.0,14.5,1,1,55,8,15,15,15,8,6,66,0.0,1024,21,10,119,4
2013-05-19,19,8,0.0,11.4,1,1,62,9,13,14,13,18,57,76,2.1,1022,19,10,129,11
2013-05-20,21,12,0.0,12.5,1,1,70,14,16,17,16,15,65,85,3.4,1015,21,10,235,10
2013-05-21,19,12,0.0,11.5,1,1,77,12,14,14,14,22,84,85,7.7,1013,19,7,46,15
2013-05-22,20,11,0.0,9.4,1,1,84,15,15,16,15,12,89,94,8.6,1009,20,6,97,8
2013-05-23,24,14,0.0,13.5,1,1,91,18,19,20,19,24,71,90,4.4,1006,24,5,199,15
2013-05-24,10,7,0.0,9.5,1,1,99,6,6,8,6,19,100,89,6.7,1014,10,8,257,12
2013-05-25,4,3,0.0,9.5,1,1,100,4,1,4,1,27,98,98,9.6,1018,4,8,134,13
2013-05-26,10,3,0.0,10.5,1,1,87,6,4,6,4,24,75,96,5.0,1016,10,10,296,14
2013-05-27,18,4,0.0,14.5,1,1,80,7,10,11,10,17,14,77,0.0,1020,18,9,287,10
2013-05-28,21,7,0.0,14.5,1,1,72,10,15,16,15,14,12,74,0.0,1020,21,9,177,8
2013-05-29,19,11,0.0,10.5,1,1,65,14,15,15,15,18,77,90,6.5,1014,19,9,155,11
2013-05-30,24,15,0.0,14.5,1,1,58,18,20,21,20,22,35,89,4.8,1016,24,7,244,14
2013-05-31,29,18,0.0,13.5,1,1,54,20,25,25,23,24,30,84,0.0,1014,29,10,237,14
2013-06-01,28,18,0.0,14.5,1,1,37,20,25,25,23,23,34,81,2.1,1010,28,10,233,13
2013-06-02,25,18,0.0,12.5,1,1,30,19,22,23,22,23,52,87,1.2,1005,25,8,217,14
2013-06-03,17,11,0.0,13.5,1,1,22,11,14,14,14,25,45,83,0.2,1009,17,10,245,16
2013-06-04,17,7,0.0,11.5,1,1,15,8,11,12,11,22,48,75,0.1,1015,17,10,283,14
2013-06-05,17,6,0.0,14.5,1,1,7,8,13,13,13,13,16,71,0.0,1022,17,10,222,8
2013-06-06,15,6,0.0,9.6,1,1,0,9,11,12,11,11,81,84,2.3,1021,15,8,73,7
2013-06-07,13,10,0.0,9.6,1,1,0,11,10,12,10,21,99,94,3.6,1016,13,8,91,13
2013-06-08,16,10,0.0,9.6,1,1,0,12,12,13,12,11,98,97,2.2,1012,16,2,189,7
2013-06-09,23,11,0.0,12.5,1,1,0,14,16,17,16,17,58,87,0.4,1018,23,5,232,11
2013-06-10,25,11,0.0,13.5,1,1,8,15,19,19,19,14,30,79,0.1,1019,25,9,124,8
2013-06-11,15,12,0.0,9.6,1,1,15,12,11,13,11,27,100,95,13.5,1008,15,8,66,16
2013-06-12,22,11,0.0,13.5,1,1,23,13,16,17,16,20,57,84,5.4,1009,22,9,190,12
2013-06-13,23,9,0.0,13.5,1,1,30,13,17,17,17,11,20,81,0.0,1007,23,8,173,7
2013-06-14,24,10,0.0,14.5,1,1,38,13,17,18,17,17,14,78,0.8,1008,24,8,248,10
2013-06-15,21,8,0.0,14.5,1,1,46,11,16,17,16,23,14,71,0.1,1012,21,10,268,14
2013-06-16,17,8,0.0,10.6,1,1,53,12,13,14,13,12,64,91,4.2,1009,17,6,147,7
2013-06-17,20,10,0.0,12.6,1,1,61,13,15,15,15,18,61,86,0.6,1010,20,7,257,12
2013-06-18,19,6,0.0,13.5,1,1,68,9,14,14,14,14,21,74,0.3,1015,19,10,245,8
2013-06-19,19,5,0.0,14.5,1,1,76,9,14,14,14,13,7,70,0.0,1019,19,10,215,8
2013-06-20,21,7,0.0,14.5,1,1,83,11,16,16,16,16,13,75,0.0,1022,21,10,237,10
2013-06-21,25,11,0.0,14.5,1,1,91,15,19,20,19,16,14,78,0.0,1022,25,9,249,10
2013-06-22,19,16,0.0,10.6,1,1,98,17,18,18,18,13,81,94,3.6,1020,19,8,117,8
2013-06-23,24,17,0.0,10.6,1,1,100,19,21,22,21,8,85,92,0.9,1016,24,6,226,5
2013-06-24,28,20,0.0,12.6,1,1,87,22,26,26,23,19,63,91,4.1,1012,28,8,248,12
2013-06-25,28,19,0.0,11.6,1,1,79,21,25,25,23,20,59,91,6.2,1008,28,7,236,13
2013-06-26,24,16,0.0,11.6,1,1,71,20,21,22,21,10,72,95,11.1,1007,24,5,187,6
2013-06-27,24,15,0.0,11.6,1,1,64,17,20,20,20,13,61,86,1.7,1008,24,9,122,8
2013-06-28,16,12,0.0,9.6,1,1,56,13,12,14,12,23,99,97,16.8,1001,16,6,81,15
2013-06-29,21,12,0.0,12.5,1,1,49,16,17,19,17,8,61,91,0.6,1001,21,5,177,4
2013-06-30,24,13,0.0,13.5,1,1,41,16,19,20,19,9,59,87,0.0,1010,24,6,250,6
2013-07-01,22,14,0.0,13.5,1,1,40,14,18,18,18,17,33,78,0.0,1018,22,10,83,10
2013-07-02,22,14,0.0,10.6,1,1,32,15,17,18,17,18,74,83,0.1,1020,22,10,32,12
2013-07-03,26,15,0.0,12.5,1,1,25,19,21,22,21,10,49,89,0.0,1020,26,6,169,6
2013-07-04,29,18,0.0,14.5,1,1,18,22,27,27,24,13,49,87,1.1,1019,29,8,227,8
2013-07-05,28,19,0.0,13.5,1,1,11,22,26,26,24,16,64,88,0.8,1018,28,6,245,10
2013-07-06,28,20,0.0,13.5,1,1,3,21,26,26,24,23,42,87,0.8,1016,28,9,247,15
2013-07-07,27,18,0.0,14.5,1,1,0,20,25,25,23,16,21,86,1.3,1014,27,10,259,10
2013-07-08,25,13,0.0,12.5,1,1,0,16,20,21,20,15,59,78,0.0,1016,25,10,34,9
2013-07-09,29,15,0.0,14.5,1,1,4,19,25,25,23,9,18,77,0.0,1016,29,9,91,5
2013-07-10,27,19,0.0,13.5,1,1,11,22,25,25,23,28,33,92,13.2,1008,27,9,187,15
2013-07-11,25,16,0.0,13.5,1,1,18,17,20,21,20,18,41,81,1.1,1011,25,6,261,11
2013-07-12,24,10,0.0,14.5,1,1,25,14,20,20,20,10,2,72,0.0,1021,24,10,44,6
2013-07-13,28,12,0.0,14.5,1,1,33,18,23,25,23,7,3,78,0.0,1024,28,10,116,4
2013-07-14,29,16,0.0,14.5,1,1,40,21,27,27,25,9,12,82,0.0,1024,29,7,207,6
2013-07-15,30,20,0.0,14.5,1,1,47,22,27,27,25,17,34,82,0.0,1022,30,8,260,10
2013-07-16,30,19,0.0,14.5,1,1,55,20,28,28,25,11,31,75,0.0,1022,30,10,219,7
2013-07-17,31,21,0.0,14.5,1,1,62,23,28,28,25,22,29,86,1.3,1018,31,8,244,13
2013-07-18,29,19,0.0,12.5,1,1,69,22,27,27,25,11,53,86,9.6,1015,29,6,238,6
2013-07-19,30,21,0.0,13.5,1,1,76,23,28,28,25,28,50,91,11.7,1005,30,7,220,15
2013-07-20,26,16,0.0,14.5,1,1,84,18,24,24,22,26,21,78,0.0,1004,26,9,268,16
2013-07-21,21,11,0.0,14.5,1,1,91,11,17,17,17,11,6,71,0.0,1015,21,10,143,7
2013-07-22,24,8,0.0,14.5,1,1,98,13,19,19,19,8,7,72,0.0,1014,24,10,105,5
2013-07-23,26,15,0.0,12.5,1,1,100,18,21,22,21,12,48,82,4.1,1003,26,10,165,7
2013-07-24,19,7,0.0,14.5,1,1,87,12,16,16,16,18,33,80,1.2,1009,19,10,288,13
2013-07-25,21,7,0.0,13.5,1,1,80,11,16,16,16,9,15,74,0.0,1020,21,10,86,5
2013-07-26,23,11,0.0,12.4,1,1,73,14,18,18,18,15,39,78,0.0,1018,23,8,35,9
2013-07-27,26,9,0.0,14.5,1,1,65,16,20,20,20,11,27,79,0.0,1015,26,8,111,7
2013-07-28,25,15,0.0,12.4,1,1,58,18,20,21,20,14,57,87,3.4,1013,25,7,164,9
2013-07-29,23,14,0.0,14.5,1,1,51,15,19,20,19,15,38,81,0.4,1016,23,7,250,9
2013-07-30,23,12,0.0,14.5,1,1,44,14,18,18,18,18,33,82,0.1,1018,23,7,255,11
2013-07-31,26,13,0.0,14.5,1,1,40,15,19,20,19,14,19,76,0.0,1018,26,10,246,9
2013-08-01,25,16,0.0,13.5,5,5,29,17,20,20,20,21,43,82,12.2,1010,25,8,176,12
2013-08-02,23,15,0.0,13.5,4,4,22,17,19,20,19,20,46,89,3.4,1008,23,6,240,12
2013-08-03,22,15,0.0,13.4,4,4,15,16,18,18,18,20,58,88,3.4,1008,22,7,249,13
2013-08-04,21,11,0.0,14.5,5,5,7,14,15,16,15,21,50,87,3.3,1011,21,7,288,12
2013-08-05,21,7,0.0,14.5,4,4,0,10,14,15,14,18,15,76,0.0,1016,21,10,279,11
2013-08-06,24,11,0.0,14.5,5,5,0,13,18,18,18,13,17,75,0.1,1018,24,9,192,8
2013-08-07,25,13,0.0,12.4,5,5,0,16,19,20,19,20,46,78,0.6,1017,25,10,152,11
2013-08-08,26,16,0.0,12.4,5,5,7,18,21,21,21,13,50,89,3.3,1014,26,9,196,8
2013-08-09,25,18,0.0,11.3,5,5,14,20,21,23,21,10,54,91,4.2,1010,25,7,151,6
2013-08-10,20,13,0.0,14.5,5,5,22,12,16,17,16,25,9,78,0.0,1013,20,10,268,15
2013-08-11,23,11,0.0,14.5,5,5,29,13,17,18,17,22,12,76,0.0,1016,23,10,247,14
2013-08-12,24,13,0.0,14.5,5,5,36,14,18,19,18,18,28,81,0.4,1013,24,9,239,11
2013-08-13,24,12,0.0,11.2,4,4,43,15,17,18,17,10,50,86,7.5,1007,24,8,135,5
2013-08-14,19,12,0.0,12.3,4,4,51,12,15,15,15,16,57,84,1.4,1008,19,6,298,10
2013-08-15,22,11,0.0,14.5,5,5,58,11,16,17,16,24,16,73,0.0,1015,22,10,239,15
2013-08-16,22,12,0.0,14.4,5,5,65,14,17,18,17,16,22,82,1.5,1020,22,9,265,10
2013-08-17,22,7,0.0,14.0,5,5,73,12,18,18,18,9,1,72,0.0,1025,22,10,169,5
2013-08-18,25,11,0.0,14.0,5,5,80,15,19,20,19,16,1,77,0.0,1021,25,10,233,10
2013-08-19,27,14,0.0,13.6,5,5,87,16,20,21,20,23,10,79,0.0,1015,27,10,244,14
2013-08-20,27,16,0.0,13.5,6,6,94,17,21,22,21,22,28,79,0.0,1016,27,8,242,13
2013-08-21,28,17,0.0,13.5,6,6,100,18,24,24,23,23,14,78,0.0,1017,28,10,230,14
2013-08-22,25,16,0.0,12.1,5,5,100,19,21,22,21,20,33,86,1.9,1011,25,9,258,12
2013-08-23,22,11,0.0,13.4,5,5,84,12,16,17,16,15,10,76,0.0,1018,22,10,195,9
2013-08-24,22,7,0.0,13.3,5,5,77,11,16,17,16,9,18,72,0.0,1026,22,10,194,5
2013-08-25,24,11,0.0,13.3,5,5,69,13,18,19,18,14,35,74,2.8,1024,24,10,215,8
2013-08-26,24,16,0.0,9.6,4,4,62,18,20,21,20,17,79,91,0.3,1013,24,7,235,11
2013-08-27,26,16,0.0,13.3,6,6,55,19,21,22,21,7,51,87,0.3,1012,26,6,241,5
2013-08-28,29,15,0.0,13.3,6,6,47,19,22,24,22,12,34,83,0.7,1013,29,7,121,7
2013-08-29,25,15,0.0,12.0,5,5,40,17,19,20,19,16,42,86,0.4,1017,25,9,35,10
2013-08-30,26,13,0.0,13.2,6,6,33,18,20,22,20,14,52,89,6.5,1011,26,7,210,9
2013-08-31,26,16,0.0,12.0,6,6,29,18,21,22,21,9,61,85,0.0,1008,26,7,113,6
2013-09-01,25,14,0.0,13.2,1,1,12,16,20,20,20,15,10,79,0.0,1011,25,10,111,9
2013-09-02,23,16,0.0,8.2,1,1,4,18,19,19,19,12,86,94,4.6,1007,23,7,46,7
2013-09-03,19,14,0.0,10.7,1,1,0,16,17,17,17,20,71,91,0.4,1006,19,8,233,12
2013-09-04,19,10,0.0,12.0,1,1,0,12,14,15,14,23,43,83,0.0,1010,19,10,272,15
2013-09-05,16,7,0.0,13.0,1,1,0,4,11,12,11,18,24,61,0.0,1018,16,10,228,11
2013-09-06,18,5,0.0,13.0,1,1,3,6,12,13,12,22,16,65,0.0,1020,18,10,243,14
2013-09-07,21,12,0.0,11.9,1,1,11,12,16,17,16,25,60,76,0.3,1012,21,9,232,16
2013-09-08,16,7,0.0,12.9,1,1,18,7,12,13,12,21,41,69,0.0,1014,16,9,313,14
2013-09-09,19,5,0.0,12.9,1,1,26,7,12,13,12,16,18,68,0.0,1019,19,10,232,10
2013-09-10,18,11,0.0,8.0,1,1,34,13,14,15,14,13,81,92,4.3,1015,18,7,141,7
